,company,inches,ram,weight,price,new_screenreso,new_cpu,new_clockspd,new_gpu,new_OS,isTouchScrn,Memory,HDD,SSD
1110,HP,13.3,8,1.16,90522.72,3200x1800,Intel other Processor,1.1,Intel,Windows,1,256GB SSD,0,256
1111,Dell,15.6,4,2.24,40980.312000000005,1366x768,Intel Core i5,2.3,AMD,Windows,0,500GB HDD,500,0
1112,Lenovo,15.6,4,2.1,22857.12,1366x768,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
1113,HP,13.3,8,1.16,104908.32,1920x1080,Intel Core i7,2.5,Intel,Windows,0,512GB SSD,0,512
1114,Lenovo,10.1,4,0.69,29250.72,1920x1200,Intel other Processor,1.44,Intel,Other,1,64GB Flash Storage,0,0
1115,Dell,13.3,8,1.23,73473.12,1920x1080,Intel Core i7,2.4,Intel,Windows,0,256GB SSD,0,256
1116,Lenovo,17.3,16,4.6,146519.46719999998,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD +  1.0000 Hybrid,0,256
1117,Razer,12.5,8,1.25,54825.12,3840x2160,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
1118,Toshiba,13.3,16,1.05,118601.28,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
1119,Asus,17.3,8,3.52,69929.4672,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1120,Vero,13.3,4,1.35,10442.88,1920x1080,Intel other Processor,1.44,Intel,Windows,0,32GB Flash Storage,0,0
1121,HP,13.3,8,1.16,90043.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1122,HP,14.0,8,1.43,80612.64,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1123,Dell,15.6,4,2.09,27899.0064,1366x768,Intel Core i5,2.3,Intel,Linux,0,500GB HDD,500,0
1124,Asus,15.6,4,2.0,23176.8,1366x768,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
1125,Lenovo,14.0,8,1.8,88924.31999999998,1920x1080,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
1126,Lenovo,10.1,4,0.69,25521.12,1920x1200,Intel other Processor,1.44,Intel,Windows,1,64GB Flash Storage,0,0
1127,HP,12.5,8,1.26,100965.6,1366x768,Intel Core i5,2.4,Intel,Windows,0,256GB SSD,0,256
1128,Lenovo,15.6,8,2.4,52693.92,1920x1080,Intel Core i5,2.5,Nividia,Other,0,128GB SSD +  1000 HDD,1000,128
1129,HP,17.3,8,3.35,60153.12,1920x1080,Intel Core i5,2.3,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1130,HP,15.6,8,2.04,33513.119999999995,1366x768,Intel Core i7,2.7,Intel,Windows,0,2000 HDD,2000,0
1131,Lenovo,14.0,8,1.8,109244.2464,1920x1080,Intel Core i7,2.6,Nividia,Windows,1,512GB SSD,0,512
1132,Asus,14.0,4,1.5,14811.84,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
1133,HP,15.6,8,1.84,40066.56,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
1134,Acer,15.6,4,2.23,32820.48,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
1135,Lenovo,15.6,16,2.5,58554.72,1920x1080,Intel Core i7,2.5,AMD,Windows,0,1.0000 Hybrid,0,0
1136,HP,17.3,8,3.0,210424.032,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD,0,256
1137,Dell,15.6,8,2.5,41771.52,1366x768,Intel Core i5,2.5,AMD,Windows,0,1000 HDD,1000,0
1138,MSI,17.3,16,3.78,127818.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1139,HP,15.6,8,1.88,115709.2416,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1140,Lenovo,14.0,16,2.8,130003.2,2560x1440,Intel Core i7,2.6,Intel,Windows,1,512GB SSD,0,512
1141,MSI,15.6,8,2.4,60888.384000000005,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1142,HP,13.3,8,1.48,86793.12,1920x1080,Intel Core i5,2.4,Intel,Windows,1,256GB SSD,0,256
1143,HP,15.6,8,2.59,118761.12,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD,0,256
1144,HP,13.3,8,1.48,95850.72,2560x1440,Intel Core i7,2.6,Intel,Windows,1,256GB SSD,0,256
1145,HP,15.6,8,2.0,101178.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD,0,256
1146,HP,12.5,8,1.26,122381.49599999998,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1147,Dell,15.6,8,2.18,53807.472,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
1148,HP,15.6,8,1.88,84129.12,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1149,Lenovo,14.0,8,1.27,124621.92,2560x1440,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
1150,Lenovo,15.6,4,1.9,18061.92,1366x768,Intel Core i3,2.0,Intel,Other,0,1000 HDD,1000,0
1151,HP,15.6,4,1.86,15824.16,1366x768,AMD Processor,1.8,AMD,Windows,0,500GB HDD,500,0
1152,Lenovo,15.6,8,2.32,31914.72,1920x1080,Intel Core i5,2.3,AMD,Other,0,1000 HDD,1000,0
1153,Dell,15.6,8,2.62,63882.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
1154,Dell,15.6,8,2.04,119916.2304,3840x2160,Intel Core i5,2.3,Nividia,Windows,1,256GB SSD,0,256
1155,HP,15.6,4,1.91,25515.2592,1920x1080,AMD Processor,2.5,AMD,Windows,0,256GB SSD,0,256
1156,MSI,17.3,16,2.7,79536.38399999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1157,Lenovo,14.0,12,1.4,122490.72,1920x1080,Intel Core i7,2.6,Intel,Windows,0,512GB SSD,0,512
1158,Lenovo,15.6,8,2.5,42010.7472,1920x1080,Intel Core i5,2.3,AMD,Windows,0,1.0000 Hybrid,0,0
1159,HP,13.3,8,1.48,108744.48,2560x1440,Intel Core i7,2.6,Intel,Windows,1,512GB SSD,0,512
1160,Lenovo,14.0,8,1.7,79866.72,1920x1080,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
1161,MSI,14.0,16,1.7,94252.32,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1162,HP,15.6,8,2.62,47898.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
1163,Lenovo,15.6,8,2.2,24455.52,1366x768,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
1164,HP,15.6,4,2.1,25414.0272,1366x768,Intel Core i5,2.3,Intel,Other,0,500GB HDD,500,0
1165,Dell,15.6,8,2.62,79813.44,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1166,Lenovo,15.6,8,1.95,74059.2,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1167,Lenovo,15.6,4,2.2,24935.04,1920x1080,Intel Core i3,2.0,Nividia,Windows,0,1000 HDD,1000,0
1168,HP,14.0,2,1.44,13266.72,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
1169,MSI,15.6,8,2.2,44701.92,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
1170,HP,15.6,8,1.96,36177.12,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1171,HP,15.6,16,2.1,61751.52,1920x1080,Intel Core i7,1.8,Intel,Windows,0,512GB SSD,0,512
1172,Asus,15.6,4,2.2,19660.32,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1173,Lenovo,15.6,4,2.1,21205.44,1366x768,Intel Core i5,2.3,Intel,Other,0,500GB HDD,500,0
1174,Lenovo,15.6,8,2.2,37775.52,1920x1080,Intel Core i7,2.7,Nividia,Other,0,1000 HDD,1000,0
1175,Asus,14.0,4,2.0,40972.32,1920x1080,Intel Core i3,2.4,Intel,Windows,0,256GB SSD,0,256
1176,Lenovo,15.6,4,2.32,43956.0,1920x1080,Intel Core i7,2.5,Intel,Windows,0,1.0000 Hybrid,0,0
1177,Lenovo,15.6,16,3.31,69530.4,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,512GB SSD,0,512
1178,MSI,15.6,16,1.91,114731.5536,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1179,HP,15.6,4,2.07,34632.0,1366x768,Intel Core i3,2.3,Intel,Windows,0,500GB HDD,500,0
1180,Lenovo,14.0,8,1.36,87219.36,2560x1440,Intel Core i5,2.3,Intel,Windows,1,256GB SSD,0,256
1181,Lenovo,15.6,6,1.54,44275.68,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
1182,Dell,15.6,8,1.98,47686.1328,1920x1080,Intel Core i7,2.7,Nividia,Linux,0,256GB SSD,0,256
1183,Acer,15.6,4,2.1,17742.239999999998,1366x768,Intel other Processor,2.0,Intel,Windows,0,500GB HDD,500,0
1184,HP,15.6,6,2.18,42570.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,1000 HDD,1000,0
1185,Asus,15.6,8,2.591,48431.52,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1186,Dell,15.6,16,2.09,62817.12,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
1187,Acer,15.6,4,2.23,36816.48,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
1188,Dell,13.3,8,1.23,58554.72,3200x1800,Intel Core i5,2.4,Intel,Linux,1,256GB SSD,0,256
1189,Acer,17.3,16,4.2,138474.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1190,Lenovo,15.6,8,2.4,43636.32,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
1191,Samsung,12.3,4,1.15,35111.52,2400x1600,AMD Processor,2.0,other,Other,1,32GB Flash Storage,0,0
1192,HP,15.6,4,1.86,25840.8,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1193,Apple,12.0,8,0.92,61964.64,2304x1440,Intel other Processor,1.1,Intel,MAC OS,0,256GB Flash Storage,0,0
1194,Dell,13.3,8,1.6,63882.72,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
1195,HP,15.6,12,2.21,70702.56,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1196,Lenovo,15.6,4,1.9,19607.04,1366x768,Intel Core i3,2.0,AMD,Other,0,1000 HDD,1000,0
1197,Asus,17.3,16,4.3,114552.0,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
1198,Acer,15.6,4,2.1,14492.16,1366x768,Intel other Processor,2.0,Intel,Linux,0,1000 HDD,1000,0
1199,MSI,17.3,16,2.43,109165.39199999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1200,Dell,15.6,4,2.3,26586.72,1366x768,Intel Core i3,2.0,AMD,Windows,0,128GB SSD,0,128
1201,Lenovo,15.6,8,2.2,33513.119999999995,1366x768,Intel Core i7,2.5,Nividia,Other,0,500GB HDD,500,0
1202,Dell,15.6,16,2.0,68464.8,1920x1080,Intel Core i7,1.8,Intel,Windows,1,512GB SSD,0,512
1203,Dell,13.3,16,1.2,142790.4,3200x1800,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
1204,Asus,15.6,8,2.2,62284.32,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,1000 HDD,1000,0
1205,Dell,15.6,8,2.36,47365.92,1920x1080,Intel Core i5,2.5,AMD,Windows,0,256GB SSD,0,256
1206,HP,15.6,8,1.91,30849.12,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1207,Lenovo,15.6,4,2.2,15930.72,1366x768,AMD Processor,2.2,AMD,Windows,0,500GB HDD,500,0
1208,Acer,17.3,8,3.3,33513.119999999995,1600x900,Intel Core i3,2.0,Nividia,Windows,0,1000 HDD,1000,0
1209,Asus,15.6,16,2.2,130482.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1210,Apple,12.0,8,0.92,68145.12,2304x1440,Intel other Processor,1.2,Intel,MAC OS,0,512GB Flash Storage,0,0
1211,Asus,15.6,16,2.2,93186.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1212,MSI,17.3,16,2.43,103842.1872,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1213,Dell,15.6,8,2.191,53226.72,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
1214,Asus,17.3,16,2.9,103842.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1215,Acer,11.6,2,1.3,9270.72,1366x768,Intel other Processor,1.5,Intel,Other,0,32GB SSD,0,32
1216,Acer,17.3,4,3.3,31861.44,1600x900,Intel Core i3,2.0,Nividia,Windows,0,1000 HDD,1000,0
1217,Lenovo,17.3,8,2.8,28717.92,1600x900,Intel Core i5,2.5,Intel,Other,0,1000 HDD,1000,0
1218,Lenovo,15.6,8,2.6,67772.16,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1219,Acer,14.0,8,1.2,61218.72,1920x1080,Intel Core i7,1.3,Intel,Windows,1,256GB SSD,0,256
1220,Lenovo,15.6,8,2.3,81465.12,1920x1080,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
1221,MSI,15.6,8,2.2,78647.1408,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1222,HP,15.6,6,2.1,28185.12,1920x1080,AMD Processor,2.7,AMD,Windows,0,1000 HDD,1000,0
1223,Dell,12.5,8,1.26,91288.3536,1920x1080,Intel Core i5,2.4,Intel,Windows,1,256GB SSD,0,256
1224,Dell,15.0,4,2.08,27119.52,1920x1080,Intel Core i3,2.4,Intel,Windows,1,500GB HDD,500,0
1225,Asus,15.6,4,2.65,16463.52,1366x768,Intel other Processor,1.6,Intel,Windows,0,1000 HDD,1000,0
1226,Dell,13.3,8,1.29,78694.56,3200x1800,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
1227,Dell,15.6,4,2.18,27804.7008,1366x768,Intel Core i5,2.5,Intel,Linux,0,1000 HDD,1000,0
1228,Lenovo,15.6,16,2.6,54825.12,1920x1080,Intel Core i7,2.6,Nividia,Windows,1,128GB SSD +  1000 HDD,1000,128
1229,MSI,15.6,8,2.2,61218.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1230,Lenovo,12.5,16,1.3,87912.0,1920x1080,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
1231,Razer,14.0,16,1.95,186426.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 SSD,0,1000
1232,Dell,15.6,8,2.3,24988.8528,1366x768,Intel Core i3,2.4,Intel,Windows,1,1000 HDD,1000,0
1233,MSI,17.3,16,2.7,85141.44,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1234,Apple,11.6,4,1.08,51095.52,1366x768,Intel Core i5,1.6,Intel,MAC OS,0,256GB Flash Storage,0,0
1235,HP,15.6,4,2.1,25467.84,1920x1080,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
1236,HP,14.0,8,1.54,117119.5632,2560x1440,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1237,Dell,15.6,4,2.24,39267.36,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
1238,MSI,15.6,8,2.3,62284.32,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1239,Lenovo,13.3,16,1.4,79866.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
1240,Lenovo,15.6,6,2.2,31838.5296,1920x1080,AMD Processor,3.6,AMD,Windows,0,256GB SSD,0,256
1241,Asus,13.3,8,1.45,68198.4,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1242,Acer,15.6,4,2.4,19276.703999999998,1366x768,Intel Core i3,2.0,Intel,Linux,0,500GB HDD,500,0
1243,Dell,17.3,16,2.77,95850.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,1,512GB SSD,0,512
1244,HP,14.0,4,1.54,58607.46719999999,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1245,Asus,15.6,16,2.5,85248.0,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1246,Dell,14.0,4,1.6,46620.0,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1247,Asus,15.6,16,2.34,123876.0,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1248,Lenovo,15.6,8,2.3,30529.44,1920x1080,Intel Core i5,2.5,Intel,Other,0,256GB SSD,0,256
1249,Dell,13.3,8,1.24,96596.64,3200x1800,Intel Core i5,1.2,Intel,Windows,1,256GB SSD,0,256
1250,Dell,15.6,4,2.2,17262.72,1366x768,Intel other Processor,1.6,Intel,Linux,0,500GB HDD,500,0
1251,HP,15.6,4,1.86,21258.72,1366x768,AMD Processor,2.5,AMD,Windows,0,500GB HDD,500,0
1252,Lenovo,15.6,6,2.4,30316.32,1920x1080,Intel Core i3,2.3,Nividia,Windows,0,128GB SSD,0,128
1253,Lenovo,14.0,8,1.9,57116.16,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1254,Dell,15.6,4,2.2,23655.7872,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1255,Asus,15.6,4,2.0,18061.92,1366x768,Intel other Processor,1.1,Intel,Windows,0,1000 HDD,1000,0
1256,Asus,17.3,16,4.0,101232.0,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1257,Dell,15.6,4,2.29,26107.2,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
1258,Lenovo,15.6,8,2.32,47685.6,1920x1080,Intel Core i7,2.5,AMD,Windows,0,1.0000 Hybrid,0,0
1259,MSI,15.6,8,2.4,65481.12,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1260,Lenovo,14.0,4,1.8,44382.7728,1920x1080,Intel Core i5,2.3,Intel,Windows,1,128GB SSD,0,128
1261,Asus,13.3,8,1.2,38841.12,1920x1080,Intel other Processor,0.9,Intel,Windows,0,512GB SSD,0,512
1262,Dell,15.6,6,2.3,24455.52,1366x768,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
1263,Acer,15.6,4,2.4,15397.92,1366x768,Intel other Processor,1.6,Intel,Linux,0,500GB HDD,500,0
1264,Dell,15.6,2,2.2,20193.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1265,Lenovo,15.6,8,2.6,47898.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,1000 HDD,1000,0
1266,HP,15.6,6,2.04,29303.4672,1920x1080,AMD Processor,2.9,AMD,Windows,0,1.0000 Hybrid,0,0
1267,Dell,15.6,8,2.3,42943.1472,1366x768,Intel Core i7,2.7,AMD,Linux,0,1000 HDD,1000,0
1268,HP,11.6,2,1.17,11135.52,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
1269,Asus,15.6,4,2.2,38378.6496,1366x768,Intel Core i7,2.5,Nividia,Windows,0,500GB HDD,500,0
1270,Lenovo,14.0,4,1.8,33992.64,1920x1080,Intel Core i7,2.5,Intel,Windows,1,128GB SSD,0,128
1271,Lenovo,13.3,16,1.3,79866.72,3200x1800,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
1272,Lenovo,14.0,2,1.5,12201.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,64GB Flash Storage,0,0
1273,HP,15.6,6,2.19,40705.92,1366x768,Intel Core i7,2.5,AMD,Windows,0,1000 HDD,1000,0
1274,Asus,15.6,4,2.2,19660.32,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1275,Asus,13.3,8,1.2,38841.12,1920x1080,Intel other Processor,0.9,Intel,Windows,0,512GB SSD,0,512
1276,Dell,15.6,6,2.3,24455.52,1366x768,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
1277,Acer,15.6,4,2.4,15397.92,1366x768,Intel other Processor,1.6,Intel,Linux,0,500GB HDD,500,0
1278,Dell,15.6,2,2.2,20193.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1279,Lenovo,15.6,8,2.6,47898.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,1000 HDD,1000,0
1280,HP,15.6,6,2.04,29303.4672,1920x1080,AMD Processor,2.9,AMD,Windows,0,1.0000 Hybrid,0,0
1281,Dell,15.6,8,2.3,42943.1472,1366x768,Intel Core i7,2.7,AMD,Linux,0,1000 HDD,1000,0
1282,HP,11.6,2,1.17,11135.52,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
1283,Asus,15.6,4,2.2,38378.6496,1366x768,Intel Core i7,2.5,Nividia,Windows,0,500GB HDD,500,0
1284,Lenovo,14.0,4,1.8,33992.64,1920x1080,Intel Core i7,2.5,Intel,Windows,1,128GB SSD,0,128
1285,Lenovo,13.3,16,1.3,79866.72,3200x1800,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
1286,Lenovo,14.0,2,1.5,12201.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,64GB Flash Storage,0,0
1287,HP,15.6,6,2.19,40705.92,1366x768,Intel Core i7,2.5,AMD,Windows,0,1000 HDD,1000,0
1288,Asus,15.6,4,2.2,19660.32,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1289,Asus,13.3,8,1.2,38841.12,1920x1080,Intel other Processor,0.9,Intel,Windows,0,512GB SSD,0,512
1290,Dell,15.6,6,2.3,24455.52,1366x768,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
1291,Acer,15.6,4,2.4,15397.92,1366x768,Intel other Processor,1.6,Intel,Linux,0,500GB HDD,500,0
1292,Dell,15.6,2,2.2,20193.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
1293,Lenovo,15.6,8,2.6,47898.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,1000 HDD,1000,0
1294,HP,15.6,6,2.04,29303.4672,1920x1080,AMD Processor,2.9,AMD,Windows,0,1.0000 Hybrid,0,0
1295,Dell,15.6,8,2.3,42943.1472,1366x768,Intel Core i7,2.7,AMD,Linux,0,1000 HDD,1000,0
1296,HP,11.6,2,1.17,11135.52,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
1297,Asus,15.6,4,2.2,38378.6496,1366x768,Intel Core i7,2.5,Nividia,Windows,0,500GB HDD,500,0
1298,Lenovo,14.0,4,1.8,33992.64,1920x1080,Intel Core i7,2.5,Intel,Windows,1,128GB SSD,0,128
1299,Lenovo,13.3,16,1.3,79866.72,3200x1800,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
1300,Lenovo,14.0,2,1.5,12201.12,1366x768,Intel other Processor,1.6,Intel,Windows,0,64GB Flash Storage,0,0
1301,HP,15.6,6,2.19,40705.92,1366x768,Intel Core i7,2.5,AMD,Windows,0,1000 HDD,1000,0
1302,Asus,15.6,4,2.2,19660.32,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
